1049342615089553409,2018-10-08 16:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 2. have a nice day! #otoslotto',0,0
1049336750626234368,2018-10-08 16:32:31,"b""RT @toddkleinhans: Exporting .obj instead of .fbx from #OculusMedium appears to work; choosing .fbx doesn't for me. Import into #ue4\n\nIt sa\xe2\x80\xa6""",0,1
1049334974728429576,2018-10-08 16:25:28,"b""Exporting .obj instead of .fbx from #OculusMedium appears to work; choosing .fbx doesn't for me. Import into #ue4\xe2\x80\xa6 https://t.co/xOYP5FQxhf""",1,1
1049312415312224257,2018-10-08 14:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 20. have a nice day! #otoslotto',0,0
1049297315494858752,2018-10-08 13:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 23. have a nice day! #otoslotto',0,0
1049285071579045892,2018-10-08 13:07:10,b'Gm world! Morning moods be likeeee\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\n#dontbecruel #bobby #BOBBYBROWN #goodmorning #mondaymornings\xe2\x80\xa6 https://t.co/SoXvVv5tZd',0,0
1049284462822019072,2018-10-08 13:04:45,b'Gm world! Morning moods be likeeee\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\n#dontbecruel #bobby #BOBBYBROWN #goodmorning #mondaymornings\xe2\x80\xa6 https://t.co/s07E43X70v',0,0
1049282215698477056,2018-10-08 12:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 37. have a nice day! #otoslotto',0,0
1049279222034788353,2018-10-08 12:43:55,b'#HelloWorld #workflow\xf0\x9f\x92\xb0  Chase the bag Lil Bud. Itz about to go down stay tuned for all my HARDHITTA Fans I got some\xe2\x80\xa6 https://t.co/xNVTxaQekv',0,0
1049275445370396672,2018-10-08 12:28:55,"b'RT @BrunoPro79: #Helloworld :) I love to wake up to these #bitcoin charts (1m,5m,15m,1h). #Btc currently testing out resistance at $6700 an\xe2\x80\xa6'",0,1
1049275364810379269,2018-10-08 12:28:36,"b'#Helloworld :) I love to wake up to these #bitcoin charts (1m,5m,15m,1h). #Btc currently testing out resistance at\xe2\x80\xa6 https://t.co/kPiA2GxnUv'",4,1
1049267115763683328,2018-10-08 11:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 52. have a nice day! #otoslotto',0,0
1049255961876209664,2018-10-08 11:11:30,b'RT @cyberdove1: hello world. doves and humans are brothers forever. #helloworld #hello\n#world #dove #doves #humans #cyberdove #cyber https:\xe2\x80\xa6',0,1
1049252015799508993,2018-10-08 10:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 6. have a nice day! #otoslotto',0,0
1049246565997662209,2018-10-08 10:34:10,b'hello world. doves and humans are brothers forever. #helloworld #hello\n#world #dove #doves #humans #cyberdove #cyber https://t.co/OFQnBYEFUr',0,1
1049245141733654528,2018-10-08 10:28:30,"b'LIGHTS, CAMERA, ACTION: HELLOWORLD the TV show airs to thousands of Aussies https://t.co/k7S6NEybOu @helloworldau\xe2\x80\xa6 https://t.co/ZQeb9YjvnP'",1,0
1049236915894059009,2018-10-08 09:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 41. have a nice day! #otoslotto',0,0
1049226262630293504,2018-10-08 09:13:29,"b'LIGHTS, CAMERA, ACTION: HELLOWORLD the TV show airs to thousands of Aussies https://t.co/aHHUF52CvR @helloworldau\xe2\x80\xa6 https://t.co/m6dMuQ1u1Z'",0,0
1049222032049758208,2018-10-08 08:56:40,b'Dreaming about not being able to rescue a drowning baby is a hell of a way to start a Monday #helloworld',0,0
1049221815996993537,2018-10-08 08:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 70. have a nice day! #otoslotto',0,0
1049214970787844098,2018-10-08 08:28:37,b'Unlock the magic of Utah with us for less than you might think ....\n\n#helloworldNorwood #helloworld #travel\xe2\x80\xa6 https://t.co/Vj9hEPwQ1E',2,0
